id,title,authors,venue,year,source
conf/sigmod/Ullman03,Improving the Efficiency of Database-System Teaching,Jeffrey D. Ullman,SIGMOD Conference,2003,DBLP
journals/sigmod/FengJH01,Towards Knowledge-Based Digital Libraries,"Manfred A. Jeusfeld, Ling Feng, Jeroen Hoppenbrouwers",SIGMOD Record,2001,DBLP
conf/sigmod/Galindo-Legaria94,Outerjoins as Disjunctions,CÈsar A. Galindo-Legaria,SIGMOD Conference,1994,DBLP
conf/vldb/Dyreson96,Information Retrieval from an Incomplete Data Cube,Curtis E. Dyreson,VLDB,1996,DBLP
conf/vldb/DagevilleZ02,SQL Memory Management in Oracle9i,"Mohamed ZaÔt, BenoÓt Dageville",VLDB,2002,DBLP
conf/vldb/ZhangL98,Buffering and Read-Ahead Strategies for External Mergesort,"Per-≈ke Larson, Weiye Zhang",VLDB,1998,DBLP
conf/sigmod/ChaudhuriMN98,Random Sampling for Histogram Construction: How much is enough?,"Vivek R. Narasayya, Rajeev Motwani, Surajit Chaudhuri",SIGMOD Conference,1998,DBLP
journals/vldb/PapadiasS94,Qualitative Representation of Spatial Knowledge in Two-Dimensional Space,"Dimitris Papadias, Timos K. Sellis",VLDB J.,1994,DBLP
conf/sigmod/GuptaLM03,BIRN-M: A Semantic Mediator for Solving Real-World Neuroscience Problems,"Bertram Lud‰scher, Maryann E. Martone, Amarnath Gupta",SIGMOD Conference,2003,DBLP
conf/vldb/DattaDTVRF01,A Comparative Study of Alternative Middle Tier Caching Solutions to Support Dynamic Web Content Acceleration,"Anindya Datta, Kaushik Dutta, Helen M. Thomas, Debra E. VanderMeer, Krithi Ramamritham, Dan Fishman",VLDB,2001,DBLP
conf/vldb/MeoPC96,A New SQL-like Operator for Mining Association Rules,"Giuseppe Psaila, Stefano Ceri, Rosa Meo",VLDB,1996,DBLP
conf/sigmod/Mohan02,Tutorial: application servers and associated technologies,C. Mohan,SIGMOD Conference,2002,DBLP
conf/vldb/BettiniJWW02,Provisions and Obligations in Policy Management and Security Applications,"Xiaoyang Sean Wang, Duminda Wijesekera, Claudio Bettini, Sushil Jajodia",VLDB,2002,DBLP
journals/sigmod/ShahMFH01,Java Support for Data-Intensive Systems: Experiences Building the Telegraph Dataflow System,"Michael J. Franklin, Samuel Madden, Joseph M. Hellerstein, Mehul A. Shah",SIGMOD Record,2001,DBLP
conf/vldb/ClaussenKMP97,Optimizing Queries with Universal Quantification in Object-Oriented and Object-Relational Databases,"Guido Moerkotte, Jens Clauﬂen, Klaus Peithner, Alfons Kemper",VLDB,1997,DBLP
conf/sigmod/ChanI99,An Efficient Bitmap Encoding Scheme for Selection Queries,"Chee Yong Chan, Yannis E. Ioannidis",SIGMOD Conference,1999,DBLP
journals/sigmod/DarwenD95,The Third Manifesto,"C. J. Date, Hugh Darwen",SIGMOD Record,1995,DBLP
journals/vldb/MehtaD97,Data Placement in Shared-Nothing Parallel Database Systems,"Manish Mehta, David J. DeWitt",VLDB J.,1997,DBLP
journals/sigmod/BilirisP96,The BeSS Object Storage Manager: Architecture Overview,"Alexandros Biliris, Euthimios Panagos",SIGMOD Record,1996,DBLP
journals/sigmod/DemersGRTY03,The Cougar Project: a work-in-progress report,"Agathoniki Trigoni, Rajmohan Rajaraman, Alan J. Demers, Yong Yao, Johannes Gehrke",SIGMOD Record,2003,DBLP
conf/vldb/LudasaherGM00,Model-Based Information Integration in a Neuroscience Mediator System,"Bertram Lud‰scher, Amarnath Gupta, Maryann E. Martone",VLDB,2000,DBLP
conf/sigmod/GreenwaldK01,Space-Efficient Online Computation of Quantile Summaries,"Sanjeev Khanna, Michael Greenwald",SIGMOD Conference,2001,DBLP
conf/vldb/BouganimNPW03,Chip-Secured Data Access: Reconciling Access Rights with Data Encryption,"Philippe Pucheral, Lilan Wu, Luc Bouganim, FranÁois Dang Ngoc",VLDB,2003,DBLP
conf/sigmod/RamakrishnanD98,The PointCast Network,"Vibha Dayal, Satish Ramakrishnan",SIGMOD Conference,1998,DBLP
conf/sigmod/Norrie95,Integration Approaches for CIM,Moira C. Norrie,SIGMOD Conference,1995,DBLP
journals/sigmod/Hellerstein03,Toward network data independence,Joseph M. Hellerstein,SIGMOD Record,2003,DBLP
conf/sigmod/LiuPTBBZBHY98,CQ: A Personalized Update Monitoring Toolkit,"David Buttler, Tong Zhou, Ling Liu, Paul Benninghoff, Wei Han, Calton Pu, Fenghua Yu, Wei Tang, John Biggs",SIGMOD Conference,1998,DBLP
conf/sigmod/GraySSU03,The Lowell Report,"Hans-Jˆrg Schek, Michael Stonebraker, Jim Gray, Jeffrey D. Ullman",SIGMOD Conference,2003,DBLP
conf/sigmod/MaddenH02,Distributing queries over low-power wireless sensor networks,"Samuel Madden, Joseph M. Hellerstein",SIGMOD Conference,2002,DBLP
conf/sigmod/CorralMTV00,Closest Pair Queries in Spatial Databases,"Yannis Theodoridis, Yannis Manolopoulos, Antonio Corral, Michael Vassilakopoulos",SIGMOD Conference,2000,DBLP
journals/sigmod/BrunieK96,Control Strategies for Complex Relational Query Processing in Shared Nothing Systems,"Lionel Brunie, Harald Kosch",SIGMOD Record,1996,DBLP
conf/vldb/ConradGJM02,Database Selection Using Actual Physical and Acquired Logical Collection Resources in a Massive Domain-specific Operational Environment,"Xi S. Guo, Jack G. Conrad, Peter Jackson, Monem Meziou",VLDB,2002,DBLP
conf/vldb/MadhavanBR01,Generic Schema Matching with Cupid,"Philip A. Bernstein, Erhard Rahm, Jayant Madhavan",VLDB,2001,DBLP
conf/sigmod/BunemanDHS96,A Query Language and Optimization Techniques for Unstructured Data,"Gerd G. Hillebrand, Peter Buneman, Susan B. Davidson, Dan Suciu",SIGMOD Conference,1996,DBLP
conf/sigmod/BilirisFOP96,BeSS: Storage Support for Interactive Visualization Systems,"William O'Connell, Thomas A. Funkhouser, Alexandros Biliris, Euthimios Panagos",SIGMOD Conference,1996,DBLP
journals/tods/FegarasM00,Optimizing object queries using an effective calculus,"Leonidas Fegaras, David Maier",ACM Trans. Database Syst.,2000,DBLP
journals/sigmod/MeltonE02,An Early Look at XQuery,"Andrew Eisenberg, Jim Melton",SIGMOD Record,2002,DBLP
conf/vldb/PellenkoftLK97,The Complexity of Transformation-Based Join Enumeration,"CÈsar A. Galindo-Legaria, Martin L. Kersten, Arjan Pellenkoft",VLDB,1997,DBLP
conf/vldb/SantiniG02,GeMBASE: A Geometric Mediator for Brain Analysis with Surface Ensembles,"Amarnath Gupta, Simone Santini",VLDB,2002,DBLP
conf/vldb/BunemanDHOW95,A Data Transformation System for Biological Data Sources,"Susan B. Davidson, Limsoon Wong, Kyle Hart, Peter Buneman, G. Christian Overton",VLDB,1995,DBLP
conf/vldb/GionisIM99,Similarity Search in High Dimensions via Hashing,"Rajeev Motwani, Aristides Gionis, Piotr Indyk",VLDB,1999,DBLP
journals/tods/TariSS97,Object Normal Forms and Dependency Constraints for Object-Oriented Schemata,"Zahir Tari, Stefano Spaccapietra, John Stokes",ACM Trans. Database Syst.,1997,DBLP
conf/vldb/LiPHCAAT03,CachePortal II: Acceleration of Very Large Scale Data Center-Hosted Database-driven Web Applications,"Wang-Pin Hsiung, Kunihiro Taniguchi, Yusuf Akca, Oliver Po, Wen-Syan Li, Divyakant Agrawal, K. SelÁuk Candan",VLDB,2003,DBLP
conf/vldb/ParkMC02,Structural Function Inlining Technique for Structurally Recursive XML Queries,"Jun-Ki Min, Chin-Wan Chung, Chang-Won Park",VLDB,2002,DBLP
conf/vldb/OlstonW00,Offering a Precision-Performance Tradeoff for Aggregation Queries over Replicated Data,"Jennifer Widom, Chris Olston",VLDB,2000,DBLP
conf/vldb/NarayananS01,Tavant System Architecture for Sell-side Channel Management,"Subbu N. Subramanian, Srinivasa Narayanan",VLDB,2001,DBLP
journals/sigmod/HalkidiBV02a,Clustering Validity Checking Methods: Part II,"Michalis Vazirgiannis, Maria Halkidi, Yannis Batistakis",SIGMOD Record,2002,DBLP
journals/sigmod/RossAJS02,Reminiscences on Influential Papers,"Theodore Johnson, Amr El Abbadi, Richard T. Snodgrass, Kenneth A. Ross",SIGMOD Record,2002,DBLP
conf/sigmod/ZadorozhnyRVUB02,Efficient evaluation of queries in a mediator for WebSources,"Tolga Urhan, Laura Bright, Vladimir Zadorozhny, Maria-Esther Vidal, Louiqa Raschid",SIGMOD Conference,2002,DBLP
conf/sigmod/QunLO03,D(k)-Index: An Adaptive Structural Summary for Graph-Structured Data,"Chen Qun, Andrew Lim, Kian Win Ong",SIGMOD Conference,2003,DBLP
journals/tods/Jimenez-PerisPAK03,Are quorums an alternative for data replication?,"Bettina Kemme, Ricardo JimÈnez-Peris, Marta PatiÒo-MartÌnez, Gustavo Alonso",ACM Trans. Database Syst.,2003,DBLP
journals/tods/DekhtyarRS01,"Probabilistic temporal databases, I: algebra","Alex Dekhtyar, Robert Ross, V. S. Subrahmanian",ACM Trans. Database Syst.,2001,DBLP
conf/sigmod/Brown99,Implementing the Spirit of SQL-99,Paul Brown,SIGMOD Conference,1999,DBLP
conf/sigmod/StonebrakerH01,Content Integration for E-Business,"Joseph M. Hellerstein, Michael Stonebraker",SIGMOD Conference,2001,DBLP
conf/sigmod/SzalayGKT00,Designing and Mining Multi-Terabyte Astronomy Archives: The Sloan Digital Sky Survey,"Alexander S. Szalay, Donald R. Slutz, Ani Thakar, Jim Gray, Peter Z. Kunszt",SIGMOD Conference,2000,DBLP
conf/sigmod/JoshiA01,Mining Needle in a Haystack: Classifying Rare Classes via Two-phase Rule Induction,"Ramesh C. Agarwal, Mahesh V. Joshi",SIGMOD Conference,2001,DBLP
conf/sigmod/OrdonezC00,SQLEM: Fast Clustering in SQL using the EM Algorithm,"Paul Cereghini, Carlos Ordonez",SIGMOD Conference,2000,DBLP
conf/vldb/PetrovicBJ03,S-ToPSS: Semantic Toronto Publish/Subscribe System,"Ioana Burcea, Milenko Petrovic, Hans-Arno Jacobsen",VLDB,2003,DBLP
conf/vldb/Leymann01,Managing Business Processes via Workflow Technology,Frank Leymann,VLDB,2001,DBLP
conf/sigmod/AvnurHLORRRW98,CONTROL: Continuous Output and Navigation Technology with Refinement On-Line,"Bruce Lo, Tali Roth, Ron Avnur, Joseph M. Hellerstein, Chris Olston, Kirk Wylie, Bhaskaran Raman, Vijayshankar Raman",SIGMOD Conference,1998,DBLP
journals/sigmod/KiyokiKH94,A Metadatabase System for Semantic Image Search by a Mathematical Model of Meaning,"Yasushi Kiyoki, Takanari Hayama, Takashi Kitagawa",SIGMOD Record,1994,DBLP
conf/sigmod/HsiaoN00,DLFM: A Transactional Resource Manager,"Hui-I Hsiao, Inderpal Narang",SIGMOD Conference,2000,DBLP
conf/sigmod/Chakrabarti99,Hypertext Databases and Data Mining,Soumen Chakrabarti,SIGMOD Conference,1999,DBLP
journals/sigmod/SycaraKWL99,Dynamic Service Matchmaking Among Agents in Open Information Environments,"Matthias Klusch, Katia P. Sycara, Seth Widoff, Jianguo Lu",SIGMOD Record,1999,DBLP
journals/sigmod/HasanFV96,Open Issues in Parallel Query Optimization,"Waqar Hasan, Patrick Valduriez, Daniela Florescu",SIGMOD Record,1996,DBLP
conf/sigmod/Ahn94,Database Issues in Telecommunications Network Management,Ilsoo Ahn,SIGMOD Conference,1994,DBLP
conf/vldb/Mina98,MapInfo SpatialWare: A Spatial Information Server for RDBMS,Chebel Mina,VLDB,1998,DBLP
conf/sigmod/OhHP00,Efficient and Cost-effective Techniques for Browsing and Indexing Large Video Databases,"Kien A. Hua, Jung-Hwan Oh",SIGMOD Conference,2000,DBLP
conf/vldb/TsoisS03,The Generalized Pre-Grouping Transformation: Aggregate-Query Optimization in the Presence of Dependencies,"Timos K. Sellis, Aris Tsois",VLDB,2003,DBLP
conf/vldb/MiningGroup96,MineSet(tm): A System for High-End Data Mining and Visualization,?,VLDB,1996,DBLP
journals/sigmod/BorgidaCS98,KRDB '98: The 5th International Workshop on Knowledge Representation Meets Databases,"Alexander Borgida, Martin Staudt, Vinay K. Chaudhri",SIGMOD Record,1998,DBLP
conf/vldb/BonczRK98,The Drill Down Benchmark,"Peter A. Boncz, Tim R¸hl, Fred Kwakkel",VLDB,1998,DBLP
conf/vldb/Galindo-LegariaPK94,"Fast, Randomized Join-Order Selection - Why Use Transformations?","Arjan Pellenkoft, CÈsar A. Galindo-Legaria, Martin L. Kersten",VLDB,1994,DBLP
conf/sigmod/Ross00,Expressing Business Rules,Ronald G. Ross,SIGMOD Conference,2000,DBLP
journals/vldb/LiR99,Fast Joins Using Join Indices,"Kenneth A. Ross, Zhe Li",VLDB J.,1999,DBLP
journals/tods/GunopulosKMSTS03,Discovering all most specific sentences,"Sanjeev Saluja, Hannu Toivonen, Roni Khardon, Heikki Mannila, Ram Sewak Sharm, Dimitrios Gunopulos",ACM Trans. Database Syst.,2003,DBLP
conf/sigmod/MoonSL00,Adaptive Multi-Stage Distance Join Processing,"Sukho Lee, Bongki Moon, Hyoseop Shin",SIGMOD Conference,2000,DBLP
conf/vldb/WuFSP00,FALCON: Feedback Adaptive Loop for Content-Based Retrieval,"Christos Faloutsos, Leejay Wu, Katia P. Sycara, Terry R. Payne",VLDB,2000,DBLP
conf/vldb/LuTD95,The Fittest Survives: An Adaptive Approach to Query Optimization,"Kian-Lee Tan, Son Dao, Hongjun Lu",VLDB,1995,DBLP
journals/sigmod/Danish98,Building Database-driven Electronic Catalogs,Sherif Danish,SIGMOD Record,1998,DBLP
conf/vldb/Chiueh94,Content-Based Image Indexing,Tzi-cker Chiueh,VLDB,1994,DBLP
conf/sigmod/LeeKOTM00,Towards Self-Tuning Data Placement in Parallel Database Systems,"Mong-Li Lee, Beng Chin Ooi, Anirban Mondal, Kian-Lee Tan, Masaru Kitsuregawa",SIGMOD Conference,2000,DBLP
conf/sigmod/AdyaGLM95,Efficient Optimistic Concurrency Control Using Loosely Synchronized Clocks,"Barbara Liskov, Atul Adya, Robert Gruber, Umesh Maheshwari",SIGMOD Conference,1995,DBLP
conf/sigmod/MelnikRB03,Rondo: A Programming Platform for Generic Model Management,"Philip A. Bernstein, Erhard Rahm, Sergey Melnik",SIGMOD Conference,2003,DBLP
journals/tods/Hellerstein98,Optimization Techniques for Queries with Expensive Methods,Joseph M. Hellerstein,ACM Trans. Database Syst.,1998,DBLP
conf/sigmod/LlirbatFS97,Eliminating Costly Redundant Computations from SQL Trigger Executions,"FranÁois Llirbat, FranÁoise Fabret, Eric Simon",SIGMOD Conference,1997,DBLP
conf/sigmod/DoRD99,The Need for Distributed Asynchronous Transactions,"Lyman Do, Prabhu Ram, Pamela Drew",SIGMOD Conference,1999,DBLP
conf/vldb/LiCHPALHAY01,Cache Portal: Technology for Accelerating Database-driven e-commerce Web Sites,"Yusuf Akca, Cemal Yilmaz, K. SelÁuk Candan, Wen-Syan Li, Wei-Kuang Waine Huang, Qiong Luo, Divyakant Agrawal, Wang-Pin Hsiung, Oliver Po",VLDB,2001,DBLP
conf/vldb/PapadiasT01,MV3R-Tree: A Spatio-Temporal Access Method for Timestamp and Interval Queries,"Dimitris Papadias, Yufei Tao",VLDB,2001,DBLP
conf/sigmod/CareyCNVDRSM99,"O-O, What's Happening to DB2?","Richard Swagerman, Nelson MendonÁa Mattos, Michael J. Carey, Srinivasa Narayanan, Bennet Vance, Doug Doole, Serge Rielau, Donald D. Chamberlin",SIGMOD Conference,1999,DBLP
conf/vldb/YangG01,Comparing Hybrid Peer-to-Peer Systems,"Beverly Yang, Hector Garcia-Molina",VLDB,2001,DBLP
conf/sigmod/OlstonWACELSS98,DataSplash,"Vuk Ercegovac, Allison Woodruff, Michael Stonebraker, Mark Lin, Mybrid Spalding, Alexander Aiken, Chris Olston, Michael Chu",SIGMOD Conference,1998,DBLP
journals/tods/KotidisR01,A case for dynamic view management,"Nick Roussopoulos, Yannis Kotidis",ACM Trans. Database Syst.,2001,DBLP
conf/vldb/TorloneA03,Chameleon: an Extensible and Customizable Tool for Web Data Translation,"Riccardo Torlone, Paolo Atzeni",VLDB,2003,DBLP
journals/sigmod/DogacDATKCD98,A Workflow-based Electronic Marketplace on the Web,"Ibrahim Cingil, Nazife Dimililer, Nesime Tatbul, Ilker Durusoy, Asuman Dogac, Pinar Koksal, Sena Nural Arpinar",SIGMOD Record,1998,DBLP
journals/vldb/DoanMDDH03,Learning to match ontologies on the Semantic Web,"Jayant Madhavan, Robin Dhamankar, Alon Y. Halevy, Pedro Domingos, AnHai Doan",VLDB J.,2003,DBLP
journals/sigmod/David03,ANSI SQL Hierarchical Processing Can Fully Integrate Native XML,Michael M. David,SIGMOD Record,2003,DBLP
conf/vldb/Schoning98,The ADABAS Buffer Pool Manager,Harald Schˆning,VLDB,1998,DBLP
conf/sigmod/CranorGJSS02,Gigascope: high performance network monitoring with an SQL interface,"Yuan Gao, Theodore Johnson, Charles D. Cranor, Vladislav Shkapenyuk, Oliver Spatscheck",SIGMOD Conference,2002,DBLP
conf/sigmod/HernandezS95,The Merge/Purge Problem for Large Databases,"Salvatore J. Stolfo, Mauricio A. Hern·ndez",SIGMOD Conference,1995,DBLP
conf/vldb/PapadiasZMT03,Query Processing in Spatial Network Databases,"Nikos Mamoulis, Jun Zhang, Dimitris Papadias, Yufei Tao",VLDB,2003,DBLP
conf/vldb/EleftheriouBCDHLPPABDDDGJHLRSVW03,A Nanotechnology-based Approach to Data Storage,"B. Gotsmann, A. Dholakia, G. Cherubini, Walter H‰berle, H. Pozidis, Michel Despont, Richard Stutz, P. B‰chtold, C. Hagleitner, T. R. Albrecht, Hugo E. Rothuizen, Gerd K. Binnig, D. Jubin, A. Pantazi, M. A. Lantz, E. Eleftheriou, Urs D¸rig, T. Loeliger, Peter Vettiger, D. Wiesmann, Ute Drechsler",VLDB,2003,DBLP
conf/vldb/OoiGT98,Fast High-Dimensional Data Search in Incomplete Databases,"Kian-Lee Tan, Cheng Hian Goh, Beng Chin Ooi",VLDB,1998,DBLP
journals/vldb/FengYLH02,A template model for multidimensional inter-transactional association rules,"Jeffrey Xu Yu, Hongjun Lu, Ling Feng, Jiawei Han",VLDB J.,2002,DBLP
conf/sigmod/GehrkeGRL99,BOAT-Optimistic Decision Tree Construction,"Wei-Yin Loh, Raghu Ramakrishnan, Venkatesh Ganti, Johannes Gehrke",SIGMOD Conference,1999,DBLP
conf/sigmod/MaddenSHR02,Continuously adaptive continuous queries over streams,"Samuel Madden, Mehul A. Shah, Vijayshankar Raman, Joseph M. Hellerstein",SIGMOD Conference,2002,DBLP
journals/sigmod/KempsterST99,Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,1999,DBLP
journals/sigmod/HasanMV96,Applying database Visualization to the World Wide Web,"Alberto O. Mendelzon, Dimitra Vista, Masum Z. Hasan",SIGMOD Record,1996,DBLP
conf/vldb/BenediktCFRZZ02,DTD-Directed Publishing with Attribute Translation Grammars,"Michael Benedikt, Aoying Zhou, Rajeev Rastogi, Shihui Zheng, Chee Yong Chan, Wenfei Fan",VLDB,2002,DBLP
conf/vldb/ChaudhuriGN03,Primitives for Workload Summarization and Implications for SQL,"Surajit Chaudhuri, Prasanna Ganesan, Vivek R. Narasayya",VLDB,2003,DBLP
conf/vldb/ZouS98,Safely and Efficiently Updating References During On-line Reorganization,"Betty Salzberg, Chendong Zou",VLDB,1998,DBLP
journals/tods/FormicaGM98,An Efficient Method for Checking Object-Oriented Database Schema Correctness,"Michele Missikoff, Anna Formica, Hans Dietmar Grˆger",ACM Trans. Database Syst.,1998,DBLP
conf/vldb/SarawagiS96,Reordering Query Execution in Tertiary Memory Databases,"Michael Stonebraker, Sunita Sarawagi",VLDB,1996,DBLP
conf/vldb/Rengarajan96,How System 11 SQL Server Became Fast,T. K. Rengarajan,VLDB,1996,DBLP
journals/sigmod/Jhingran00,Moving up the food chain: Supporting E-Commerce Applications on Databases,Anant Jhingran,SIGMOD Record,2000,DBLP
conf/sigmod/ChungMS02,APEX: an adaptive path index for XML data,"Chin-Wan Chung, Kyuseok Shim, Jun-Ki Min",SIGMOD Conference,2002,DBLP
journals/vldb/Bertino94,Index Configuration in Object-Oriented Databases,Elisa Bertino,VLDB J.,1994,DBLP
conf/vldb/TaoPS02,Continuous Nearest Neighbor Search,"Dimitris Papadias, Yufei Tao, Qiongmao Shen",VLDB,2002,DBLP
journals/sigmod/Ozsu02b,Chair's Message,M. Tamer ÷zsu,SIGMOD Record,2002,DBLP
journals/sigmod/Manola98,Towards a Richer Web Object Model,Frank Manola,SIGMOD Record,1998,DBLP
conf/sigmod/MerialdoAMMP00,Homer: a Model-Based CASE Tool for Data-Intensive Web Sites,"Paolo Atzeni, Paolo Merialdo, Marco Pecorone, Marco Magnante, Giansalvatore Mecca",SIGMOD Conference,2000,DBLP
conf/vldb/HoelS94,Performance of Data-Parallel Spatial Operations,"Hanan Samet, Erik G. Hoel",VLDB,1994,DBLP
conf/sigmod/Eaton98,Managing Large Systems with DB2 UDB,Chris Eaton,SIGMOD Conference,1998,DBLP
conf/sigmod/BornhovdAKMPR03,DBCache: Middle-tier Database Caching for Highly Scalable e-Business Architectures,"C. Mohan, Sailesh Krishnamurthy, Mehmet Altinel, Christof Bornhˆvd, Hamid Pirahesh, Berthold Reinwald",SIGMOD Conference,2003,DBLP
conf/sigmod/HammerGIPUW95,"Information Translation, Mediation, and Mosaic-Based Browsing in the TSIMMIS System","Yannis Papakonstantinou, Joachim Hammer, Jennifer Widom, Jeffrey D. Ullman, Hector Garcia-Molina, Kelly Ireland",SIGMOD Conference,1995,DBLP
journals/sigmod/RossGR03,Reminiscences on Influential Papers,"Jun Rao, Kenneth A. Ross, Johannes Gehrke",SIGMOD Record,2003,DBLP
journals/sigmod/Anisimov03,"Review of The data warehouse toolkit: the complete guide to dimensional modeling (2nd edition) by Ralph Kimball, Margy Ross. John Wiley & Sons, Inc. 2002",Alexander A. Anisimov,SIGMOD Record,2003,DBLP
conf/sigmod/OlstonWL01,Adaptive Precision Setting for Cached Approximate Values,"Boon Thau Loo, Jennifer Widom, Chris Olston",SIGMOD Conference,2001,DBLP
conf/sigmod/NestorovAM98,Extracting Schema from Semistructured Data,"Serge Abiteboul, Rajeev Motwani, Svetlozar Nestorov",SIGMOD Conference,1998,DBLP
conf/vldb/ViglasNB03,Maximizing the Output Rate of Multi-Way Join Queries over Streaming Information Sources,"Josef Burger, Jeffrey F. Naughton, Stratis Viglas",VLDB,2003,DBLP
journals/vldb/AlbanoGO95,Fibonacci: A Programming Language for Object Databases,"Antonio Albano, Renzo Orsini, Giorgio Ghelli",VLDB J.,1995,DBLP
conf/sigmod/LometT03,A Theory of Redo Recovery,"Mark R. Tuttle, David B. Lomet",SIGMOD Conference,2003,DBLP
conf/vldb/AnandBH94,An Empirical Performance Study of the Ingres Search Accelerator for a Large Property Management Database System,"John G. Hughes, David A. Bell, Sarabjot S. Anand",VLDB,1994,DBLP
conf/sigmod/BozkayaO97,Distance-Based Indexing for High-Dimensional Metric Spaces,"Z. Meral ÷zsoyoglu, Tolga Bozkaya",SIGMOD Conference,1997,DBLP
journals/sigmod/ArpinarD00,Provision of Market Services for eCo Compliant Electronic Market Places,"Sena Nural Arpinar, Asuman Dogac",SIGMOD Record,2000,DBLP
journals/sigmod/Bernstein01,Report on the 2001 SIGMOD and PODS Awards,Philip A. Bernstein,SIGMOD Record,2001,DBLP
conf/vldb/AcharyaFZ96,Disseminating Updates on Broadcast Disks,"Swarup Acharya, Stanley B. Zdonik, Michael J. Franklin",VLDB,1996,DBLP
journals/vldb/AgrawalHK03,"Watermarking relational data: framework, algorithms and analysis","Peter J. Haas, Rakesh Agrawal, Jerry Kiernan",VLDB J.,2003,DBLP
journals/vldb/C94c,"Title, Foreword, Preface to the Special Issue on Spatial Database Systems, Index Vol. 3",?,VLDB J.,1994,DBLP
journals/sigmod/Hainaut03,Research in database engineering at the University of Namur,Jean-Luc Hainaut,SIGMOD Record,2003,DBLP
conf/sigmod/MorpainCFP96,Maintaining Database Consistency in Presence of Value Dependencies in Multidatabase Systems,"MichËle Cart, Claire Morpain, Jean-FranÁois Pons, Jean FerriÈ",SIGMOD Conference,1996,DBLP
journals/vldb/EyalM01,Integrating and customizing heterogeneous e-commerce applications,"Anat Eyal, Tova Milo",VLDB J.,2001,DBLP
journals/vldb/ChuIT94,A Semantic Modeling Approach for Image Retrieval by Content,"Ricky K. Taira, Ion Tim Ieong, Wesley W. Chu",VLDB J.,1994,DBLP
journals/vldb/BernsteinIR03,Guest editorial,"Yannis E. Ioannidis, Raghu Ramakrishnan, Philip A. Bernstein",VLDB J.,2003,DBLP
journals/sigmod/ChristoffelPSL98,Electronic Market: The Roadmap for University Libraries and Members to Survive in the Information Jungle,"Peter C. Lockemann, Bethina Schmitt, Michael Christoffel, Sebastian Pulkowski",SIGMOD Record,1998,DBLP
journals/tods/SalemGS94,Altruistic Locking,"Jeannie Shands, Kenneth Salem, Hector Garcia-Molina",ACM Trans. Database Syst.,1994,DBLP
conf/vldb/Sarawagi95,Query Processing in Tertiary Memory Databases,Sunita Sarawagi,VLDB,1995,DBLP
journals/sigmod/BichlerSZ98,Component-based E-Commerce: Assesment of Current Practices and Future Directions,"Martin Bichler, Arie Segev, J. Leon Zhao",SIGMOD Record,1998,DBLP
conf/sigmod/WangZS95,"Pattern Matching and Pattern Discovery in Scientific, Program, and Document Databases","Kaizhong Zhang, Dennis Shasha, Jason Tsong-Li Wang",SIGMOD Conference,1995,DBLP
conf/vldb/BasuFP00,Building Scalable Internet Applications with Oracle8i Server,"Olga Peschansky, JosÈ Alberto Fern·ndez, Julie Basu",VLDB,2000,DBLP
conf/sigmod/Ubell94,The Montage Extensible DataBlade Achitecture,Michael Ubell,SIGMOD Conference,1994,DBLP
journals/tods/GoldmanL94,Quorum Consensus in Nested Transaction Systems,"Kenneth J. Goldman, Nancy A. Lynch",ACM Trans. Database Syst.,1994,DBLP
journals/tods/Kuo96,Model and Verification of a Data Manager Based on ARIES,Dean Kuo,ACM Trans. Database Syst.,1996,DBLP
journals/tods/TaoP03,Spatial queries in dynamic environments,"Yufei Tao, Dimitris Papadias",ACM Trans. Database Syst.,2003,DBLP
journals/vldb/GruserRZZ00,Learning Response Time for WebSources Using Query Feedback and Application in Query Optimization,"Jean-Robert Gruser, Vladimir Zadorozhny, Louiqa Raschid, Tao Zhan",VLDB J.,2000,DBLP
journals/sigmod/GuptaHR97,Virtual Database technology,"Venky Harinarayan, Ashish Gupta, Anand Rajaraman",SIGMOD Record,1997,DBLP
journals/sigmod/AilamakiG03,Time management for new faculty,"Anastassia Ailamaki, Johannes Gehrke",SIGMOD Record,2003,DBLP
journals/sigmod/NormanZT96,Much Ado About Shared-Nothing,"Michael G. Norman, Peter Thanisch, Thomas Zurek",SIGMOD Record,1996,DBLP
conf/vldb/LongS03,Optimized Query Execution in Large Search Engines with Global Page Ordering,"Torsten Suel, Xiaohui Long",VLDB,2003,DBLP
conf/sigmod/Chaudhuri97,Query Optimization at the Crossroads (Panel),Surajit Chaudhuri,SIGMOD Conference,1997,DBLP
conf/sigmod/FernandezFKLS97,STRUDEL: A Web-site Management System,"Alon Y. Levy, Mary F. Fernandez, Jaewoo Kang, Daniela Florescu, Dan Suciu",SIGMOD Conference,1997,DBLP
journals/sigmod/Ozsu03a,Chair's Message,M. Tamer ÷zsu,SIGMOD Record,2003,DBLP
conf/sigmod/ZhangNDLL01,On Supporting Containment Queries in Relational Database Management Systems,"Guy M. Lohman, David J. DeWitt, Qiong Luo, Jeffrey F. Naughton, Chun Zhang",SIGMOD Conference,2001,DBLP
journals/sigmod/AnyanwuS02,The p Operator: Discovering and Ranking Associations on the Semantic Web,"Kemafor Anyanwu, Amit P. Sheth",SIGMOD Record,2002,DBLP
journals/sigmod/Bernstein98,Repositories and Object Oriented Databases,Philip A. Bernstein,SIGMOD Record,1998,DBLP
